humEns,mouseEns,hgnc_symbol
ENSG00000233493,ENSMUSG00000030431,TMEM238
ENSG00000233927,ENSMUSG00000067288,RPS28
ENSG00000234545,ENSMUSG00000058503,FAM133B
ENSG00000235568,ENSMUSG00000058099,NFAM1
ENSG00000235750,ENSMUSG00000090394,KIAA0040
ENSG00000236279,ENSMUSG00000079598,CLEC2L
ENSG00000240065,ENSMUSG00000096727,PSMB9
ENSG00000240184,ENSMUSG00000102918,PCDHGC3
ENSG00000240505,ENSMUSG00000010142,TNFRSF13B
ENSG00000240583,ENSMUSG00000004655,AQP1
ENSG00000240972,ENSMUSG00000033307,MIF
ENSG00000241106,ENSMUSG00000041538,HLA-DOB
ENSG00000241360,ENSMUSG00000116165,PDXP
ENSG00000241370,ENSMUSG00000024446,RPP21
ENSG00000241399,ENSMUSG00000060703,CD302
ENSG00000241404,ENSMUSG00000015467,EGFL8
ENSG00000241839,ENSMUSG00000050721,PLEKHO2
ENSG00000242114,ENSMUSG00000004748,MTFP1
ENSG00000242265,ENSMUSG00000092035,PEG10
ENSG00000242550,ENSMUSG00000092572,SERPINB10
ENSG00000242616,ENSMUSG00000038607,GNG10
ENSG00000243414,ENSMUSG00000056130,TICAM2
ENSG00000243646,ENSMUSG00000022969,IL10RB
ENSG00000243649,ENSMUSG00000090231,CFB
ENSG00000243789,ENSMUSG00000098789,JMJD7
ENSG00000243989,ENSMUSG00000023262,ACY1
ENSG00000244617,ENSMUSG00000033508,ASPRV1
ENSG00000244754,ENSMUSG00000029655,N4BP2L2
ENSG00000247626,ENSMUSG00000046994,MARS2
ENSG00000247746,ENSMUSG00000067215,USP51
ENSG00000248099,ENSMUSG00000079019,INSL3
ENSG00000248487,ENSMUSG00000042210,ABHD14A
ENSG00000249115,ENSMUSG00000078762,HAUS5
ENSG00000249437,ENSMUSG00000078945,NAIP
ENSG00000249992,ENSMUSG00000054871,TMEM158
ENSG00000253250,ENSMUSG00000086587,C8orf88
ENSG00000253276,ENSMUSG00000090946,CCDC71L
ENSG00000253368,ENSMUSG00000056596,TRNP1
ENSG00000254004,ENSMUSG00000049421,ZNF260
ENSG00000254087,ENSMUSG00000042228,LYN
ENSG00000254470,ENSMUSG00000049562,AP5B1
ENSG00000254685,ENSMUSG00000053870,FPGT
ENSG00000255150,ENSMUSG00000109864,EID3
ENSG00000255529,ENSMUSG00000032199,POLR2M
ENSG00000255561,ENSMUSG00000037845,FDXACB1
ENSG00000255587,ENSMUSG00000064147,RAB44
ENSG00000255833,ENSMUSG00000049625,TIFAB
ENSG00000256235,ENSMUSG00000038059,SMIM3
ENSG00000256660,ENSMUSG00000030158,CLEC12B
ENSG00000256771,ENSMUSG00000071281,ZNF253
ENSG00000256812,ENSMUSG00000078144,CAPNS2
ENSG00000257017,ENSMUSG00000031722,HP
ENSG00000257108,ENSMUSG00000090113,NHLRC4
ENSG00000257335,ENSMUSG00000068587,MGAM
ENSG00000258227,ENSMUSG00000029915,CLEC5A
ENSG00000258289,ENSMUSG00000090258,CHURC1
ENSG00000258839,ENSMUSG00000074037,MC1R
ENSG00000259207,ENSMUSG00000020689,ITGB3
ENSG00000260916,ENSMUSG00000034563,CCPG1
ENSG00000261308,ENSMUSG00000095440,FIGNL2
ENSG00000262655,ENSMUSG00000038156,SPON1
ENSG00000263155,ENSMUSG00000041361,MYZAP
ENSG00000265817,ENSMUSG00000094595,FSBP
ENSG00000269404,ENSMUSG00000008193,SPIB
ENSG00000271503,ENSMUSG00000035042,CCL5
ENSG00000272636,ENSMUSG00000020848,DOC2B
ENSG00000273749,ENSMUSG00000030447,CYFIP1
ENSG00000275004,ENSMUSG00000049764,ZNF280B
ENSG00000275302,ENSMUSG00000018930,CCL4
ENSG00000275395,ENSMUSG00000047730,FCGBP
ENSG00000275832,ENSMUSG00000049807,ARHGAP23
ENSG00000276023,ENSMUSG00000018648,DUSP14
ENSG00000276045,ENSMUSG00000049686,ORAI1
ENSG00000276644,ENSMUSG00000055639,DACH1
ENSG00000277791,ENSMUSG00000069744,PSMB3
ENSG00000278023,ENSMUSG00000010362,RDM1
ENSG00000278619,ENSMUSG00000018405,MRM1
ENSG00000283706,ENSMUSG00000048752,PRSS50
ENSG00000284194,ENSMUSG00000091780,SCO2
ENSG00000284308,ENSMUSG00000030030,C2orf81
ENSG00000285053,ENSMUSG00000039233,TBCE
